WHO_Name,WHO_Region,Cases - cumulative total,Cases - cumulative total per 1 million population,Cases - newly reported in last 7 days,Cases - newly reported in last 24 hours,Deaths - cumulative total,Deaths - cumulative total per 1 million population,Deaths - newly reported in last 7 days,Deaths - newly reported in last 24 hours,Transmission Classification
Lesotho,Africa,7018,3276.0,1084,647,101,47.15,16,8,Community transmission
Guyana,Americas,6931,8811.88,343,23,170,216.13,0,0,Clusters of cases
Mayotte,Africa,6918,25357.84,663,129,58,212.6,2,0,Clusters of cases
Aruba,Americas,6451,60421.86,383,16,52,487.05,0,0,Community transmission
Martinique,Americas,6302,16793.47,75,0,44,117.25,1,0,Community transmission
Iceland,Europe,5970,17494.86,58,0,29,84.98,0,0,Community transmission
Djibouti,Eastern Mediterranean,5910,5981.78,31,4,61,61.74,0,0,Clusters of cases
Equatorial Guinea,Africa,5365,3823.99,69,0,86,61.3,0,0,Community transmission
Central African Republic,Africa,4974,1029.86,1,1,63,13.04,0,0,Community transmission
Nicaragua,Americas,4953,747.67,37,37,168,25.36,1,1,Community transmission
Somalia,Eastern Mediterranean,4744,298.49,18,0,130,8.18,0,0,Community transmission
Curaçao,Americas,4523,27563.64,59,3,19,115.79,0,0,Community transmission
Togo,Africa,4383,529.43,338,59,74,8.94,1,0,Community transmission
Niger,Africa,4225,174.54,256,21,146,6.03,11,1,Community transmission
Gambia,Africa,3938,1629.52,53,5,128,52.97,3,0,Community transmission
South Sudan,Africa,3762,336.08,92,59,63,5.63,0,0,Community transmission
Gibraltar,Europe,3712,110177.79,472,42,45,1335.67,29,2,Clusters of cases
Benin,Africa,3582,295.47,169,169,48,3.96,2,2,Community transmission
Jersey,Europe,3061,28134.19,68,7,62,569.85,3,0,Community transmission
Sierra Leone,Africa,3030,379.84,166,16,77,9.65,0,0,Community transmission
Chad,Africa,2977,181.24,309,58,114,6.94,6,1,Community transmission
San Marino,Europe,2787,82120.34,81,0,65,1915.26,0,0,Community transmission
Guinea-Bissau,Africa,2510,1275.41,63,32,45,22.87,0,0,Community transmission
Liechtenstein,Europe,2470,64766.5,43,11,44,1153.74,4,0,Sporadic cases
United States Virgin Islands,Americas,2260,21642.33,94,0,24,229.83,0,0,Community transmission
Yemen,Eastern Mediterranean,2119,71.05,8,2,613,20.55,0,0,Sporadic cases
New Zealand,Western Pacific,1911,396.29,39,6,25,5.18,0,0,Clusters of cases
Liberia,Africa,1898,375.27,22,2,84,16.61,0,0,Community transmission
Eritrea,Africa,1877,529.27,281,0,6,1.69,0,0,Sporadic cases
Comoros,Africa,1864,2143.51,576,95,51,58.65,21,2,Community transmission
Sint Maarten,Americas,1669,38920.76,94,13,27,629.63,0,0,Community transmission
Viet Nam,Western Pacific,1540,15.82,20,1,35,0.36,0,0,Clusters of cases
Mongolia,Western Pacific,1536,468.54,80,10,1,0.31,0,0,Clusters of cases
Burundi,Africa,1322,111.18,260,69,2,0.17,0,0,Community transmission
Monaco,Europe,1240,31597.19,142,25,8,203.85,1,0,Sporadic cases
Sao Tome and Principe,Africa,1151,5251.89,61,9,17,77.57,0,0,Community transmission
Saint Martin,Americas,1117,28893.66,71,0,12,310.41,0,0,Community transmission
Turks and Caicos Islands,Americas,1105,28539.7,111,3,7,180.79,1,1,Clusters of cases
Barbados,Americas,1095,3810.35,211,0,7,24.36,0,0,Clusters of cases
Bhutan,South-East Asia,848,1099.0,17,5,1,1.3,0,0,Clusters of cases
Papua New Guinea,Western Pacific,843,94.22,20,9,9,1.01,0,0,Community transmission
Seychelles,Africa,762,7748.08,185,16,2,20.34,1,0,Clusters of cases
Other,Other,745,,0,0,13,,0,0,Not applicable
Bermuda,Americas,683,10967.84,27,13,12,192.7,0,0,Clusters of cases
Saint Lucia,Americas,656,3572.46,178,35,8,43.57,3,0,Sporadic cases
Faroe Islands,Europe,650,13301.95,4,1,1,20.46,0,0,Sporadic cases
Mauritius,Africa,556,437.19,10,9,10,7.86,0,0,Sporadic cases
Saint Vincent and the Grenadines,Americas,540,4867.5,287,46,2,18.03,2,0,Community transmission
United Republic of Tanzania,Africa,509,8.52,0,0,21,0.35,0,0,Pending
Cambodia,Western Pacific,448,26.8,50,7,0,0.0,0,0,Sporadic cases
Isle of Man,Europe,432,5080.44,29,4,25,294.01,0,0,No cases
Cayman Islands,Americas,380,5782.11,18,6,2,30.43,0,0,Sporadic cases
Bonaire,Americas,346,16543.15,36,6,3,143.44,0,0,Community transmission
Guernsey,Europe,309,4889.55,3,0,13,205.71,0,0,Community transmission
Saint Barthélemy,Americas,281,28426.91,57,0,0,0.0,0,0,Sporadic cases
Antigua and Barbuda,Americas,190,1940.18,14,1,6,61.27,1,0,Sporadic cases
Brunei Darussalam,Western Pacific,174,397.73,0,0,3,6.86,0,0,Sporadic cases
Grenada,Americas,139,1235.3,0,0,1,8.89,0,0,Sporadic cases
Northern Mariana Islands (Commonwealth of the),Western Pacific,129,2241.26,1,0,2,34.75,0,0,Pending
British Virgin Islands,Americas,121,4001.72,7,0,1,33.07,0,0,Clusters of cases
Dominica,Americas,110,1527.97,1,0,0,0.0,0,0,Clusters of cases
Fiji,Western Pacific,55,61.35,2,0,2,2.23,0,0,Sporadic cases
Timor-Leste,South-East Asia,52,39.44,1,0,0,0.0,0,0,Sporadic cases
New Caledonia,Western Pacific,44,154.12,4,0,0,0.0,0,0,Sporadic cases
Lao People's Democratic Republic,Western Pacific,41,5.64,0,0,0,0.0,0,0,Sporadic cases
Falkland Islands (Malvinas),Americas,35,10048.81,3,3,0,0.0,0,0,No cases
Saint Kitts and Nevis,Americas,35,657.99,1,0,0,0.0,0,0,Sporadic cases
Greenland,Europe,30,528.43,1,0,0,0.0,0,0,No cases
Holy See,Europe,26,32138.44,0,0,0,0.0,0,0,Sporadic cases
Sint Eustatius,Americas,20,6371.46,1,0,0,0.0,0,0,Sporadic cases
Solomon Islands,Western Pacific,17,24.75,0,0,0,0.0,0,0,No cases
Saint Pierre and Miquelon,Americas,16,2761.0,0,0,0,0.0,0,0,Sporadic cases
Anguilla,Americas,15,999.87,0,0,0,0.0,0,0,Sporadic cases
Montserrat,Americas,13,2600.52,0,0,1,200.04,0,0,No cases
Saba,Americas,5,2586.65,0,0,0,0.0,0,0,No cases
Marshall Islands,Western Pacific,4,67.57,0,0,0,0.0,0,0,No cases
Wallis and Futuna,Western Pacific,4,355.68,0,0,0,0.0,0,0,Sporadic cases
Samoa,Western Pacific,2,10.08,0,0,0,0.0,0,0,No cases
Micronesia (Federated States of),Western Pacific,1,8.69,0,0,0,0.0,0,0,No cases
Vanuatu,Western Pacific,1,3.26,0,0,0,0.0,0,0,No cases
American Samoa,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Cook Islands,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Democratic People's Republic of Korea,South-East Asia,0,0.0,0,0,0,0.0,0,0,No cases
Kiribati,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Nauru,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Niue,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Palau,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Pitcairn Islands,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Saint Helena,Africa,0,0.0,0,0,0,0.0,0,0,No cases
Tokelau,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Tonga,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Turkmenistan,Europe,0,0.0,0,0,0,0.0,0,0,No cases
Tuvalu,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
